"","Assay_Type_s","AssemblyName_s","BioSample_s","Experiment_s","InsertSize_l","LibraryLayout_s","MBases_l","Run_s","SRA_Sample_s","Sample_Name_s","body_site_s","gap_sample_id_s","gap_subject_id_s"
"143","RNA-Seq","GRCh37","SAMN00992459","SRX199454",0,"SINGLE",11504,"SRR602753","SRS332971","GTEX-OHPN-2626-SM-2I5H1","Brain - Cerebellum",736052,590933
"144","RNA-Seq","GRCh37","SAMN00992590","SRX199457",206,"PAIRED",8942,"SRR602784","SRS333102","GTEX-OHPK-0006-SM-2HMKH","Whole Blood",735997,590930
"145","RNA-Seq","GRCh37","SAMN00993072","SRX199460",172,"PAIRED",8787,"SRR602808","SRS333584","GTEX-PWO3-0011-R6A-SM-2I5F3","Brain - Nucleus accumbens (basal ganglia)",736336,590959
"146","RNA-Seq","GRCh37","SAMN00992662","SRX199464",162,"PAIRED",9429,"SRR602839","SRS333174","GTEX-OXRN-0011-R5A-SM-2I5EF","Brain - Caudate (basal ganglia)",736145,590941
"147","RNA-Seq","GRCh37","SAMN00992586","SRX199468",171,"PAIRED",7372,"SRR602871","SRS333098","GTEX-NL4W-0011-R9a-SM-2I3G1","Brain - Spinal cord (cervical c-1)",735912,590924
"148","RNA-Seq","GRCh37","SAMN01002022","SRX199471",227,"PAIRED",11200,"SRR602895","SRS336664","K-562-SM-2I5EP","Cells - Leukemia cell line (CML)",739359,590982
"149","RNA-Seq","GRCh37","SAMN00992867","SRX199475",172,"PAIRED",8563,"SRR602927","SRS333379","GTEX-Q2AG-2926-SM-2HMJ3","Brain - Cortex",736397,590962
"150","RNA-Seq","GRCh37","SAMN00992983","SRX199483",181,"PAIRED",14541,"SRR602951","SRS333495","GTEX-NPJ8-2526-SM-2HML8","Thyroid",735963,590926
"151","RNA-Seq","GRCh37","SAMN00992922","SRX199489",199,"PAIRED",10640,"SRR602978","SRS333434","GTEX-Q2AG-0826-SM-2HMKF","Thyroid",736391,590962
"152","RNA-Seq","GRCh37","SAMN00992740","SRX199491",193,"PAIRED",9241,"SRR603004","SRS333252","GTEX-P78B-0926-SM-2I5FA","Lung",736268,590950
"153","RNA-Seq","GRCh37","SAMN00992698","SRX199505",167,"PAIRED",10899,"SRR603036","SRS333210","GTEX-QDVJ-0226-SM-2I5FV","Thyroid",736432,590967
"154","RNA-Seq","GRCh37","SAMN00992992","SRX199500",173,"PAIRED",7732,"SRR603068","SRS333504","GTEX-N7MS-0011-R4a-SM-2HMKW","Brain - Amygdala",735817,590920
"155","RNA-Seq","GRCh37","SAMN00992515","SRX199514",175,"PAIRED",6614,"SRR603092","SRS333027","GTEX-QDVN-0726-SM-2I3FO","Lung",736445,590968
"156","RNA-Seq","GRCh37","SAMN00992511","SRX199440",196,"PAIRED",6821,"SRR603116","SRS333023","GTEX-OOBJ-1626-SM-2I3F7","Muscle - Skeletal",736102,590937
"157","RNA-Seq","GRCh37","SAMN00992974","SRX199478",211,"PAIRED",6571,"SRR603140","SRS333486","GTEX-Q734-0006-SM-2I3FJ","Whole Blood",736416,590965
"158","RNA-Seq","GRCh37","SAMN00992683","SRX199495",200,"PAIRED",9394,"SRR603164","SRS333195","GTEX-P4PQ-1626-SM-2HMKK","Muscle - Skeletal",736226,590946
"159","RNA-Seq","GRCh37","SAMN00992887","SRX199610",184,"PAIRED",6686,"SRR603188","SRS333399","GTEX-Q2AH-0426-SM-2I3EP","Lung",736402,590963
"160","RNA-Seq","GRCh37","SAMN00992523","SRX199618",178,"PAIRED",7167,"SRR603212","SRS333035","GTEX-OHPL-0126-SM-2HMJ7","Skin - Sun Exposed (Lower leg)",736008,590931
"161","RNA-Seq","GRCh37","SAMN00992701","SRX199537",207,"PAIRED",10713,"SRR603236","SRS333213","GTEX-P4QR-0726-SM-2I5GO","Muscle - Skeletal",736234,590947
"162","RNA-Seq","GRCh37","SAMN00992509","SRX199619",185,"PAIRED",6822,"SRR603268","SRS333021","GTEX-Q734-0526-SM-2I3EH","Thyroid",736418,590965
"163","RNA-Seq","GRCh37","SAMN00992881","SRX199624",173,"PAIRED",17759,"SRR603292","SRS333393","GTEX-OIZG-0726-SM-2I5GS","Skin - Sun Exposed (Lower leg)",736076,590935
"164","RNA-Seq","GRCh37","SAMN00992646","SRX199630",227,"PAIRED",9293,"SRR603330","SRS333158","GTEX-NPJ8-0007-SM-2D7VX","Whole Blood",735936,590926
"165","RNA-Seq","GRCh37","SAMN00992519","SRX199632",168,"PAIRED",9493,"SRR603333","SRS333031","GTEX-OXRN-2426-SM-2I5EQ","Brain - Cortex",736154,590941
"166","RNA-Seq","GRCh37","SAMN00992577","SRX199641",192,"PAIRED",10475,"SRR603365","SRS333089","GTEX-OXRN-1226-SM-2I5EL","Artery - Tibial",736152,590941
"167","RNA-Seq","GRCh37","SAMN00992460","SRX199645",174,"PAIRED",7041,"SRR603397","SRS332972","GTEX-NPJ7-0011-R2a-SM-2I3GF","Brain - Substantia nigra",735919,590925
"168","RNA-Seq","GRCh37","SAMN00992981","SRX199650",264,"PAIRED",14155,"SRR603421","SRS333493","GTEX-OXRK-0006-SM-2HML1","Whole Blood",736115,590939
"169","RNA-Seq","GRCh37","SAMN00993026","SRX199659",189,"PAIRED",8960,"SRR603449","SRS333538","GTEX-OHPK-0326-SM-2HMJO","Heart - Left Ventricle",735999,590930
"170","RNA-Seq","GRCh37","SAMN00992689","SRX199664",226,"PAIRED",7236,"SRR603472","SRS333201","GTEX-P4QS-0005-SM-2I3EY","Whole Blood",736240,590948
"171","RNA-Seq","GRCh37","SAMN00992891","SRX199671",173,"PAIRED",28185,"SRR603496","SRS333403","GTEX-POMQ-0006-SM-2I5F4","Whole Blood",736292,590954
"172","RNA-Seq","GRCh37","SAMN00992620","SRX199674",180,"PAIRED",10624,"SRR603534","SRS333132","GTEX-NL4W-0011-R4a-SM-2I5GZ","Brain - Amygdala",735904,590924
"173","RNA-Seq","GRCh37","SAMN00992858","SRX199681",173,"PAIRED",26493,"SRR603566","SRS333370","GTEX-Q2AH-0005-SM-2I3FI","Whole Blood",736400,590963
"174","RNA-Seq","GRCh37","SAMN00992893","SRX199592",169,"PAIRED",6757,"SRR603596","SRS333405","GTEX-NL3H-0011-R11A-SM-2I3E6","Brain - Cerebellar Hemisphere",735876,590923
"175","RNA-Seq","GRCh37","SAMN00993028","SRX199689",173,"PAIRED",28393,"SRR603620","SRS333540","GTEX-QEG5-1126-SM-2I5GH","Lung",736468,590970
"176","RNA-Seq","GRCh37","SAMN00992956","SRX199695",167,"PAIRED",7495,"SRR603658","SRS333468","GTEX-OHPN-0011-R1A-SM-2I5GB","Brain - Hippocampus",736033,590933
"177","RNA-Seq","GRCh37","SAMN00992762","SRX199326",199,"PAIRED",18151,"SRR603690","SRS333274","GTEX-PWO3-0005-SM-2I5FS","Whole Blood",736327,590959
"178","RNA-Seq","GRCh37","SAMN00992595","SRX199518",172,"PAIRED",6618,"SRR603726","SRS333107","GTEX-Q2AH-0726-SM-2I3EA","Thyroid",736406,590963
"179","RNA-Seq","GRCh37","SAMN00992690","SRX199519",213,"PAIRED",5001,"SRR603750","SRS333202","GTEX-NPJ8-0326-SM-2D7VV","Lung",735954,590926
"180","RNA-Seq","GRCh37","SAMN00992483","SRX199521",169,"PAIRED",7694,"SRR603752","SRS332995","GTEX-P44G-0011-R5A-SM-2I3FA","Brain - Caudate (basal ganglia)",736189,590944
"181","RNA-Seq","GRCh37","SAMN00992707","SRX199523",185,"PAIRED",7505,"SRR603776","SRS333219","GTEX-OXRP-0526-SM-2I3EW","Lung",736175,590943
"182","RNA-Seq","GRCh37","SAMN00993062","SRX199528",204,"PAIRED",13718,"SRR603800","SRS333574","GTEX-PLZ5-0726-SM-2I5F9","Lung",736280,590952
"183","RNA-Seq","GRCh37","SAMN00993043","SRX199543",176,"PAIRED",8935,"SRR603834","SRS333555","GTEX-NFK9-0726-SM-2HMJW","Thyroid",735866,590922
"184","RNA-Seq","GRCh37","SAMN00992912","SRX199539",186,"PAIRED",11312,"SRR603858","SRS333424","GTEX-P4QR-1026-SM-2I5GP","Lung",736236,590947
"185","RNA-Seq","GRCh37","SAMN00992727","SRX199550",261,"PAIRED",14437,"SRR603890","SRS333239","GTEX-NL4W-0006-SM-2I3GH","Whole Blood",735892,590924
"186","RNA-Seq","GRCh37","SAMN00993060","SRX199552",202,"PAIRED",7167,"SRR603918","SRS333572","GTEX-P4QS-0326-SM-2I3EU","Heart - Left Ventricle",736242,590948
"187","RNA-Seq","GRCh37","SAMN00992446","SRX199638",177,"PAIRED",14891,"SRR603942","SRS332958","GTEX-OHPJ-0526-SM-2HMJR","Thyroid",735986,590929
"188","RNA-Seq","GRCh37","SAMN00992996","SRX199557",165,"PAIRED",12881,"SRR603968","SRS333508","GTEX-P44G-0826-SM-2I5ES","Heart - Left Ventricle",736198,590944
"189","RNA-Seq","GRCh37","SAMN00992451","SRX199561",222,"PAIRED",7684,"SRR604002","SRS332963","GTEX-PW2O-0006-SM-2I3DV","Whole Blood",736307,590956
"190","RNA-Seq","GRCh37","SAMN00993063","SRX199563",170,"PAIRED",6636,"SRR604026","SRS333575","GTEX-NPJ7-2726-SM-2I3FT","Brain - Cortex",735931,590925
"191","RNA-Seq","GRCh37","SAMN00992915","SRX199567",173,"PAIRED",7807,"SRR604050","SRS333427","GTEX-N7MS-0011-R2a-SM-2HML6","Brain - Substantia nigra",735812,590920
"192","RNA-Seq","GRCh37","SAMN00992650","SRX199571",178,"PAIRED",8781,"SRR604074","SRS333162","GTEX-Q2AG-0011-R2A-SM-2HMIT","Brain - Substantia nigra",736373,590962
"193","RNA-Seq","GRCh37","SAMN00992533","SRX199787",172,"PAIRED",8577,"SRR604098","SRS333045","GTEX-N7MS-0011-R11A-SM-2HMJS","Brain - Cerebellar Hemisphere",735808,590920
"194","RNA-Seq","GRCh37","SAMN00993107","SRX199662",190,"PAIRED",7074,"SRR604122","SRS333619","GTEX-QDVN-0326-SM-2I3FS","Heart - Left Ventricle",736441,590968
"195","RNA-Seq","GRCh37","SAMN00992855","SRX199484",185,"PAIRED",6007,"SRR604146","SRS333367","GTEX-NPJ8-2626-SM-2D7W2","Brain - Cerebellum",735965,590926
"196","RNA-Seq","GRCh37","SAMN00992989","SRX199576",182,"PAIRED",12052,"SRR604148","SRS333501","GTEX-P4QS-2626-SM-2I3EV","Thyroid",736248,590948
"197","RNA-Seq","GRCh37","SAMN00992830","SRX199583",185,"PAIRED",12353,"SRR604174","SRS333342","GTEX-O5YV-0326-SM-2I5H2","Heart - Left Ventricle",735970,590927
"198","RNA-Seq","GRCh37","SAMN00992545","SRX199586",201,"PAIRED",7120,"SRR604206","SRS333057","GTEX-OHPJ-0926-SM-2HMJ1","Heart - Left Ventricle",735990,590929
"199","RNA-Seq","GRCh37","SAMN00993101","SRX199589",191,"PAIRED",10199,"SRR604230","SRS333613","GTEX-QDVJ-0426-SM-2I5FW","Heart - Left Ventricle",736434,590967
"200","RNA-Seq","GRCh37","SAMN00992929","SRX199691",160,"PAIRED",12630,"SRR604262","SRS333441","GTEX-OXRO-0011-R10A-SM-2I5EH","Brain - Frontal Cortex (BA9)",736160,590942
"201","RNA-Seq","GRCh37","SAMN00992938","SRX199595",186,"PAIRED",7422,"SRR604294","SRS333450","GTEX-OXRK-0626-SM-2HMJ5","Thyroid",736121,590939
"202","RNA-Seq","GRCh37","SAMN00992936","SRX199600",173,"PAIRED",9918,"SRR604318","SRS333448","GTEX-NPJ8-0011-R8a-SM-2HMLG","Brain - Hypothalamus",735952,590926
"203","RNA-Seq","GRCh37","SAMN00993084","SRX199605",200,"PAIRED",8585,"SRR604342","SRS333596","GTEX-OHPL-2626-SM-2HMJA","Thyroid",736016,590931
"204","RNA-Seq","GRCh37","SAMN00992564","SRX199602",180,"PAIRED",8300,"SRR604366","SRS333076","GTEX-NPJ8-0011-R5a-SM-2HMJY","Brain - Caudate (basal ganglia)",735946,590926
"205","RNA-Seq","GRCh37","SAMN00992581","SRX199817",178,"PAIRED",7279,"SRR604390","SRS333093","GTEX-Q734-0626-SM-2I3EF","Lung",736420,590965
"206","RNA-Seq","GRCh37","SAMN00992637","SRX199819",173,"PAIRED",13579,"SRR604414","SRS333149","GTEX-PWN1-0126-SM-2I3FK","Skin - Sun Exposed (Lower leg)",736322,590958
"207","RNA-Seq","GRCh37","SAMN00992933","SRX199811",168,"PAIRED",6406,"SRR604456","SRS333445","GTEX-NL4W-0011-R10A-SM-2I3DY","Brain - Frontal Cortex (BA9)",735895,590924
"208","RNA-Seq","GRCh37","SAMN00992583","SRX199806",202,"PAIRED",8995,"SRR604480","SRS333095","GTEX-P4PQ-0526-SM-2HMKR","Lung",736224,590946
"209","RNA-Seq","GRCh37","SAMN00993113","SRX199835",170,"PAIRED",7050,"SRR604528","SRS333625","GTEX-P44G-0011-R4A-SM-2I3FB","Brain - Amygdala",736187,590944
"210","RNA-Seq","GRCh37","SAMN00992470","SRX199752",183,"PAIRED",7101,"SRR604653","SRS332982","GTEX-P4QT-0126-SM-2I3FL","Skin - Sun Exposed (Lower leg)",736250,590949
"211","RNA-Seq","GRCh37","SAMN00992734","SRX199775",173,"PAIRED",17997,"SRR604677","SRS333246","GTEX-OXRO-0326-SM-2I5EE","Lung",736165,590942
"212","RNA-Seq","GRCh37","SAMN00992822","SRX199801",212,"PAIRED",14862,"SRR604718","SRS333334","GTEX-OIZG-0005-SM-2HMJC","Whole Blood",736070,590935
"213","RNA-Seq","GRCh37","SAMN00992555","SRX199831",0,"SINGLE",9089,"SRR605101","SRS333067","GTEX-PLZ5-1726-SM-2I5F6","Muscle - Skeletal",736282,590952
"214","RNA-Seq","GRCh37","SAMN00992962","SRX199032",197,"PAIRED",12357,"SRR606939","SRS333474","GTEX-POMQ-0326-SM-2I5FO","Heart - Left Ventricle",736294,590954
"215","RNA-Seq","GRCh37","SAMN00992480","SRX199341",250,"PAIRED",5921,"SRR606974","SRS332992","GTEX-O5YV-2026-SM-2D7VS","Muscle - Skeletal",735974,590927
"216","RNA-Seq","GRCh37","SAMN00992694","SRX199374",179,"PAIRED",14743,"SRR606982","SRS333206","GTEX-QEG5-0226-SM-2I5GI","Skin - Sun Exposed (Lower leg)",736460,590970
"217","RNA-Seq","GRCh37","SAMN00992817","SRX199698",206,"PAIRED",8439,"SRR607018","SRS333329","GTEX-OHPM-0006-SM-2HMKU","Whole Blood",736019,590932
"218","RNA-Seq","GRCh37","SAMN00992641","SRX199839",204,"PAIRED",8056,"SRR607042","SRS333153","GTEX-P4PP-0005-SM-2HMKX","Whole Blood",736205,590945
"219","RNA-Seq","GRCh37","SAMN00992498","SRX199036",218,"PAIRED",8232,"SRR607067","SRS333010","GTEX-OOBK-1626-SM-2HMKG","Muscle - Skeletal",736110,590938
"220","RNA-Seq","GRCh37","SAMN00992713","SRX199332",191,"PAIRED",12269,"SRR607091","SRS333225","GTEX-NPJ8-0011-R3a-SM-2HMIW","Brain - Anterior cingulate cortex (BA24)",735942,590926
"221","RNA-Seq","GRCh37","SAMN00993001","SRX199331",228,"PAIRED",8550,"SRR607117","SRS333513","GTEX-OHPJ-1626-SM-2HMKO","Muscle - Skeletal",735994,590929
"222","RNA-Seq","GRCh37","SAMN00992721","SRX199411",177,"PAIRED",8890,"SRR607141","SRS333233","GTEX-NPJ8-0011-R6a-SM-2HMKB","Brain - Nucleus accumbens (basal ganglia)",735948,590926
"223","RNA-Seq","GRCh37","SAMN00992952","SRX199609",188,"PAIRED",8515,"SRR607166","SRS333464","GTEX-NFK9-1026-SM-2HMK1","Lung",735870,590922
"224","RNA-Seq","GRCh37","SAMN01002021","SRX199718",216,"PAIRED",7851,"SRR607190","SRS336663","K-562-SM-2HMJ2","Cells - Leukemia cell line (CML)",739357,590982
"225","RNA-Seq","GRCh37","SAMN00992625","SRX199084",215,"PAIRED",7661,"SRR607214","SRS333137","GTEX-N7MS-0007-SM-2D7W1","Whole Blood",735804,590920
"226","RNA-Seq","GRCh37","SAMN00992778","SRX199040",0,"SINGLE",11256,"SRR607219","SRS333290","GTEX-OIZF-0006-SM-2I5GQ","Whole Blood",736058,590934
"227","RNA-Seq","GRCh37","SAMN00993014","SRX199508",201,"PAIRED",6755,"SRR607252","SRS333526","GTEX-PWCY-0526-SM-2I3ER","Heart - Left Ventricle",736316,590957
"228","RNA-Seq","GRCh37","SAMN00992554","SRX199337",187,"PAIRED",9701,"SRR607279","SRS333066","GTEX-PLZ6-0426-SM-2I5FG","Lung",736288,590953
"229","RNA-Seq","GRCh37","SAMN00992742","SRX199179",195,"PAIRED",6103,"SRR607311","SRS333254","GTEX-N7MS-2526-SM-2D7W3","Brain - Cerebellum",735833,590920
"230","RNA-Seq","GRCh37","SAMN00992844","SRX199185",201,"PAIRED",8870,"SRR607313","SRS333356","GTEX-OXRK-0826-SM-2HMK7","Heart - Left Ventricle",736123,590939
"231","RNA-Seq","GRCh37","SAMN00992824","SRX199382",182,"PAIRED",11257,"SRR607337","SRS333336","GTEX-OXRN-0011-R10A-SM-2I5GC","Brain - Frontal Cortex (BA9)",736142,590941
"232","RNA-Seq","GRCh37","SAMN00992439","SRX199409",173,"PAIRED",14215,"SRR607406","SRS332951","GTEX-NPJ7-0011-R5a-SM-2I5GY","Brain - Caudate (basal ganglia)",735923,590925
"233","RNA-Seq","GRCh37","SAMN00992731","SRX199573",173,"PAIRED",10564,"SRR607445","SRS333243","GTEX-OHPN-0011-R4A-SM-2I5FD","Brain - Amygdala",736039,590933
"234","RNA-Seq","GRCh37","SAMN00992744","SRX199498",166,"PAIRED",7880,"SRR607478","SRS333256","GTEX-NPJ7-0011-R4a-SM-2I3GJ","Brain - Amygdala",735921,590925
"235","RNA-Seq","GRCh37","SAMN00992712","SRX199825",181,"PAIRED",17267,"SRR607502","SRS333224","GTEX-PSDG-0726-SM-2I5FN","Thyroid",736302,590955
"236","RNA-Seq","GRCh37","SAMN00992622","SRX199532",170,"PAIRED",7792,"SRR607538","SRS333134","GTEX-NPJ8-0011-R7a-SM-2HMJV","Brain - Putamen (basal ganglia)",735950,590926
"237","RNA-Seq","GRCh37","SAMN01002020","SRX199797",216,"PAIRED",6257,"SRR607562","SRS336662","K-562-SM-2I3E7","Cells - Leukemia cell line (CML)",739358,590982
"238","RNA-Seq","GRCh37","SAMN00992428","SRX199512",186,"PAIRED",6915,"SRR607586","SRS332940","GTEX-OXRL-0526-SM-2I3EZ","Lung",736134,590940
"239","RNA-Seq","GRCh37","SAMN00992910","SRX199722",170,"PAIRED",17076,"SRR607611","SRS333422","GTEX-OHPN-0011-R5A-SM-2I5FF","Brain - Caudate (basal ganglia)",736041,590933
"240","RNA-Seq","GRCh37","SAMN00992679","SRX199343",0,"SINGLE",11689,"SRR607647","SRS333191","GTEX-PWO3-0011-R5A-SM-2I5EZ","Brain - Caudate (basal ganglia)",736334,590959
"241","RNA-Seq","GRCh37","SAMN00992932","SRX199265",197,"PAIRED",11715,"SRR607679","SRS333444","GTEX-N7MS-2326-SM-2HMLD","Thyroid",735830,590920
"242","RNA-Seq","GRCh37","SAMN00992903","SRX199361",173,"PAIRED",18561,"SRR607705","SRS333415","GTEX-OXRP-0326-SM-2I5ET","Thyroid",736173,590943
"243","RNA-Seq","GRCh37","SAMN00992754","SRX199356",235,"PAIRED",9061,"SRR607743","SRS333266","GTEX-P4QR-0006-SM-2I5GN","Whole Blood",736230,590947
"244","RNA-Seq","GRCh37","SAMN00992524","SRX199365",173,"PAIRED",26150,"SRR607775","SRS333036","GTEX-N7MS-0011-R3a-SM-2HMKD","Brain - Anterior cingulate cortex (BA24)",735815,590920
"245","RNA-Seq","GRCh37","SAMN00992755","SRX199369",188,"PAIRED",9426,"SRR607807","SRS333267","GTEX-POMQ-2226-SM-2I5FK","Skin - Sun Exposed (Lower leg)",736296,590954
"246","RNA-Seq","GRCh37","SAMN00992505","SRX199393",189,"PAIRED",7220,"SRR607839","SRS333017","GTEX-N7MS-0926-SM-2HMIZ","Lung",735828,590920
"247","RNA-Seq","GRCh37","SAMN00993115","SRX199395",195,"PAIRED",9843,"SRR607863","SRS333627","GTEX-OIZH-0526-SM-2HMKV","Lung",736090,590936
"248","RNA-Seq","GRCh37","SAMN00992730","SRX199767",169,"PAIRED",7254,"SRR607887","SRS333242","GTEX-NL4W-0011-R11A-SM-2I3DW","Brain - Cerebellar Hemisphere",735897,590924
"249","RNA-Seq","GRCh37","SAMN00993005","SRX199648",184,"PAIRED",6136,"SRR607911","SRS333517","GTEX-PX3G-0126-SM-2I3EN","Skin - Sun Exposed (Lower leg)",736356,590961
"250","RNA-Seq","GRCh37","SAMN00992598","SRX199777",178,"PAIRED",8555,"SRR607935","SRS333110","GTEX-PWO3-0011-R1A-SM-2I5EW","Brain - Hippocampus",736329,590959
"251","RNA-Seq","GRCh37","SAMN00992512","SRX199794",192,"PAIRED",6251,"SRR607967","SRS333024","GTEX-N7MT-1226-SM-2D7W4","Brain - Cerebellum",735857,590921
"252","RNA-Seq","GRCh37","SAMN00992908","SRX199353",173,"PAIRED",25664,"SRR607970","SRS333420","GTEX-P4PP-0326-SM-2HML9","Heart - Left Ventricle",736209,590945
"253","RNA-Seq","GRCh37","SAMN00992510","SRX199149",173,"PAIRED",6840,"SRR608002","SRS333022","GTEX-P44G-0011-R3A-SM-2I3FC","Brain - Anterior cingulate cortex (BA24)",736185,590944
"254","RNA-Seq","GRCh37","SAMN00992797","SRX199246",173,"PAIRED",18451,"SRR608026","SRS333309","GTEX-OXRN-0005-SM-2I5EU","Whole Blood",736141,590941
"255","RNA-Seq","GRCh37","SAMN00992455","SRX199257",173,"PAIRED",17069,"SRR608064","SRS332967","GTEX-P4PQ-2626-SM-2HMKM","Thyroid",736228,590946
"256","RNA-Seq","GRCh37","SAMN00992473","SRX199397",194,"PAIRED",8477,"SRR608096","SRS332985","GTEX-N7MS-0826-SM-2HML4","Heart - Left Ventricle",735826,590920
"257","RNA-Seq","GRCh37","SAMN00992792","SRX199417",173,"PAIRED",15390,"SRR608120","SRS333304","GTEX-OHPM-2626-SM-2HMJL","Thyroid",736026,590932
"258","RNA-Seq","GRCh37","SAMN00992656","SRX199418",188,"PAIRED",7287,"SRR608150","SRS333168","GTEX-Q734-1826-SM-2I3EL","Adipose - Subcutaneous",736422,590965
"259","RNA-Seq","GRCh37","SAMN00993092","SRX199702",170,"PAIRED",9876,"SRR608174","SRS333604","GTEX-N7MS-0011-R5a-SM-2HMK8","Brain - Caudate (basal ganglia)",735819,590920
"260","RNA-Seq","GRCh37","SAMN00992935","SRX199781",184,"PAIRED",10484,"SRR608198","SRS333447","GTEX-OXRN-0226-SM-2I5EJ","Adipose - Subcutaneous",736148,590941
"261","RNA-Seq","GRCh37","SAMN00992772","SRX199788",162,"PAIRED",15708,"SRR608230","SRS333284","GTEX-N7MT-0011-R8a-SM-2I5GU","Brain - Hypothalamus",735854,590921
"262","RNA-Seq","GRCh37","SAMN00992613","SRX199803",182,"PAIRED",8342,"SRR608264","SRS333125","GTEX-P4PP-1626-SM-2HMJF","Muscle - Skeletal",736213,590945
"263","RNA-Seq","GRCh37","SAMN00992429","SRX199676",208,"PAIRED",9341,"SRR608288","SRS332941","GTEX-OXRK-0926-SM-2HMKP","Lung",736125,590939
"264","RNA-Seq","GRCh37","SAMN00992435","SRX199705",221,"PAIRED",7346,"SRR608344","SRS332947","GTEX-OIZH-0005-SM-2HMJN","Whole Blood",736083,590936
"265","RNA-Seq","GRCh37","SAMN00992825","SRX199708",164,"PAIRED",8601,"SRR608368","SRS333337","GTEX-P44G-0011-R7A-SM-2I3F9","Brain - Putamen (basal ganglia)",736191,590944
"266","RNA-Seq","GRCh37","SAMN00992820","SRX199715",205,"PAIRED",19999,"SRR608392","SRS333332","GTEX-PLZ6-0006-SM-2I5FQ","Whole Blood",736286,590953
"267","RNA-Seq","GRCh37","SAMN00992955","SRX199736",215,"PAIRED",12477,"SRR608428","SRS333467","GTEX-NL3H-0006-SM-2I3FW","Whole Blood",735872,590923
"268","RNA-Seq","GRCh37","SAMN00992592","SRX199741",168,"PAIRED",8134,"SRR608456","SRS333104","GTEX-N7MS-0011-R1a-SM-2HMJG","Brain - Hippocampus",735811,590920
"269","RNA-Seq","GRCh37","SAMN00992663","SRX199747",173,"PAIRED",24905,"SRR608480","SRS333175","GTEX-OHPL-0326-SM-2HMKS","Heart - Left Ventricle",736010,590931
"270","RNA-Seq","GRCh37","SAMN00993079","SRX199762",173,"PAIRED",13662,"SRR608512","SRS333591","GTEX-OOBK-2626-SM-2HMKY","Thyroid",736112,590938
"271","RNA-Seq","GRCh37","SAMN00992942","SRX199401",187,"PAIRED",9761,"SRR608542","SRS333454","GTEX-QDVJ-0926-SM-2I5FU","Lung",736436,590967
"272","RNA-Seq","GRCh37","SAMN00993109","SRX199614",177,"PAIRED",6559,"SRR608574","SRS333621","GTEX-NPJ7-0011-R8a-SM-2I3G2","Brain - Hypothalamus",735927,590925
"273","RNA-Seq","GRCh37","SAMN00992612","SRX199728",181,"PAIRED",9594,"SRR608598","SRS333124","GTEX-OHPN-0011-R2A-SM-2I5FB","Brain - Substantia nigra",736035,590933
"274","RNA-Seq","GRCh37","SAMN00992849","SRX199748",180,"PAIRED",9869,"SRR608630","SRS333361","GTEX-QESD-0626-SM-2I5G4","Lung",736475,590971
"275","RNA-Seq","GRCh37","SAMN00992438","SRX199757",169,"PAIRED",11349,"SRR608662","SRS332950","GTEX-OHPN-2526-SM-2I5H3","Brain - Cortex",736050,590933
"276","RNA-Seq","GRCh37","SAMN00992871","SRX199914",188,"PAIRED",8120,"SRR608694","SRS333383","GTEX-NFK9-0226-SM-2HMKQ","Skin - Sun Exposed (Lower leg)",735862,590922
"277","RNA-Seq","GRCh37","SAMN00992765","SRX199759",184,"PAIRED",7835,"SRR608718","SRS333277","GTEX-Q2AG-0011-R11A-SM-2HMKZ","Brain - Cerebellar Hemisphere",736369,590962
"278","RNA-Seq","GRCh37","SAMN01772447","SRX203417",230,"PAIRED",7949,"SRR612178","SRS374685","GTEX-PWN1-1726-SM-2S1O9","Nerve - Tibial",860157,590958
"279","RNA-Seq","GRCh37","SAMN01772374","SRX203421",252,"PAIRED",8564,"SRR612190","SRS374687","GTEX-REY6-0005-SM-2TF54","Whole Blood",860494,678153
"280","RNA-Seq","GRCh37","SAMN01773010","SRX203426",165,"PAIRED",8473,"SRR612203","SRS374690","GTEX-QVJO-0326-SM-2S1R1","Nerve - Tibial",860350,590977
"281","RNA-Seq","GRCh37","SAMN01772352","SRX203429",215,"PAIRED",6275,"SRR612215","SRS374691","GTEX-P78B-1626-SM-2S1O1","Muscle - Skeletal",860081,590950
"282","RNA-Seq","GRCh37","SAMN01772339","SRX203430",244,"PAIRED",7005,"SRR612227","SRS374692","GTEX-RTLS-0526-SM-2TF64","Muscle - Skeletal",860582,678156
"283","RNA-Seq","GRCh37","SAMN01772653","SRX203432",178,"PAIRED",3435,"SRR612239","SRS374693","GTEX-QV44-0926-SM-2S1RH","Lung",860322,590976
"284","RNA-Seq","GRCh37","SAMN01772551","SRX203436",171,"PAIRED",6264,"SRR612251","SRS374695","GTEX-QVJO-1726-SM-2S1R3","Artery - Tibial",860358,590977
"285","RNA-Seq","GRCh37","SAMN01772823","SRX203439",214,"PAIRED",6203,"SRR612263","SRS374696","GTEX-P4QR-0426-SM-2S1NV","Adipose - Subcutaneous",860070,590947
"286","RNA-Seq","GRCh37","SAMN01773108","SRX203423",197,"PAIRED",6022,"SRR612275","SRS374688","GTEX-RU72-0926-SM-2TF6B","Skin - Sun Exposed (Lower leg)",860630,678158
"287","RNA-Seq","GRCh37","SAMN01772454","SRX203419",212,"PAIRED",4804,"SRR612287","SRS374686","GTEX-QEG4-1226-SM-2S1P6","Artery - Tibial",860253,590969
